Id,Name,Score,Country,CreatedDateTime
2466,Saladpuk,9,Cambodia,1/1/2019 3:23:30 AM,
2467,Thaksin,10,Philippines,1/1/2019 3:51:10 PM,
2468,Saladpuk,6,Philippines,1/1/2019 1:03:20 PM,
2469,Saladpuk,9,Philippines,1/1/2019 12:45:10 PM,
2470,Prayut,4,Cambodia,1/2/2019 1:52:50 AM,
2471,Thaksin,7,Thailand,1/1/2019 6:29:00 AM,
2472,Thaksin,2,Philippines,1/1/2019 6:48:10 PM,
2473,Thaksin,4,Cambodia,1/1/2019 12:32:10 AM,
2474,Thaksin,7,Cambodia,1/1/2019 3:09:30 PM,
2475,Prayut,2,Thailand,1/1/2019 2:32:20 AM,
2476,Prayut,7,Philippines,1/1/2019 6:33:00 PM,
2477,Thaksin,2,Cambodia,1/1/2019 3:51:50 AM,
2478,Saladpuk,3,Philippines,1/1/2019 7:07:00 AM,
2479,Thaksin,5,Philippines,1/1/2019 3:45:20 PM,
2480,Prayut,3,Philippines,1/1/2019 7:42:40 AM,
2481,Saladpuk,3,Thailand,1/1/2019 8:48:10 PM,
2482,Saladpuk,9,Thailand,1/1/2019 8:48:00 AM,
2483,Thaksin,5,Philippines,1/1/2019 10:07:40 PM,
2484,Saladpuk,5,Philippines,1/2/2019 1:12:40 AM,
2485,Prayut,5,Philippines,1/1/2019 8:57:30 AM,
2486,Thaksin,6,Cambodia,1/1/2019 8:22:00 AM,
2487,Thaksin,3,Cambodia,1/2/2019 12:34:20 AM,
2488,Saladpuk,9,Philippines,1/1/2019 2:03:50 PM,
2489,Thaksin,10,Philippines,1/1/2019 8:56:40 PM,
2490,Thaksin,2,Cambodia,1/1/2019 5:33:20 PM,
2491,Prayut,3,Philippines,1/1/2019 9:33:50 PM,
2492,Thaksin,2,Thailand,1/1/2019 1:27:30 AM,
2493,Thaksin,8,Philippines,1/1/2019 9:45:30 AM,
2494,Thaksin,4,Philippines,1/1/2019 4:50:40 PM,
2495,Prayut,8,Thailand,1/1/2019 11:31:40 PM,
2496,Saladpuk,3,Thailand,1/1/2019 5:15:20 PM,
2497,Prayut,2,Thailand,1/1/2019 4:45:30 AM,
2498,Thaksin,3,Thailand,1/1/2019 4:01:00 PM,
2499,Prayut,2,Cambodia,1/1/2019 9:40:20 AM,
2500,Prayut,7,Philippines,1/1/2019 8:24:20 AM,
2501,Saladpuk,5,Cambodia,1/1/2019 7:05:40 AM,
2502,Saladpuk,5,Thailand,1/1/2019 4:08:10 AM,
2503,Saladpuk,3,Philippines,1/2/2019 12:29:30 AM,
2504,Prayut,8,Thailand,1/1/2019 8:32:10 PM,
2505,Prayut,1,Thailand,1/1/2019 8:51:20 AM,
2506,Prayut,10,Cambodia,1/1/2019 7:29:20 AM,
2507,Thaksin,3,Cambodia,1/1/2019 10:26:30 AM,
2508,Saladpuk,4,Philippines,1/1/2019 2:07:50 AM,
2509,Prayut,1,Philippines,1/1/2019 11:43:00 PM,
2510,Prayut,1,Cambodia,1/1/2019 6:48:50 AM,
2511,Saladpuk,2,Philippines,1/1/2019 7:30:40 AM,
2512,Saladpuk,4,Philippines,1/1/2019 12:41:40 AM,
2513,Prayut,6,Cambodia,1/2/2019 12:23:50 AM,
2514,Thaksin,5,Cambodia,1/1/2019 2:40:50 AM,
2515,Prayut,2,Philippines,1/1/2019 8:28:30 PM,
2516,Prayut,7,Thailand,1/2/2019 1:02:00 AM,
2517,Thaksin,10,Philippines,1/1/2019 10:33:10 PM,
2518,Prayut,5,Philippines,1/2/2019 12:44:20 AM,
2519,Thaksin,9,Thailand,1/1/2019 7:26:20 PM,
2520,Saladpuk,3,Thailand,1/1/2019 2:31:30 AM,
2521,Thaksin,6,Cambodia,1/1/2019 11:50:00 AM,
2522,Prayut,9,Cambodia,1/1/2019 1:49:00 PM,
2523,Thaksin,7,Philippines,1/1/2019 7:54:10 PM,
2524,Saladpuk,9,Cambodia,1/1/2019 3:22:50 PM,
2525,Saladpuk,1,Philippines,1/1/2019 8:07:30 AM,
2526,Thaksin,10,Thailand,1/1/2019 10:01:10 AM,
2527,Prayut,6,Cambodia,1/1/2019 7:44:50 PM,
2528,Thaksin,8,Thailand,1/1/2019 8:39:30 PM,
2529,Saladpuk,7,Thailand,1/1/2019 9:32:30 AM,
2530,Saladpuk,7,Philippines,1/1/2019 10:15:30 PM,
2531,Thaksin,5,Thailand,1/1/2019 8:21:40 AM,
2532,Thaksin,2,Cambodia,1/1/2019 3:20:20 PM,
2533,Thaksin,6,Philippines,1/1/2019 12:42:10 AM,
2534,Thaksin,8,Cambodia,1/1/2019 4:10:20 PM,
2535,Thaksin,3,Philippines,1/1/2019 11:24:30 AM,
2536,Thaksin,8,Thailand,1/1/2019 9:55:50 PM,
2537,Thaksin,2,Cambodia,1/1/2019 4:32:10 PM,
2538,Thaksin,1,Cambodia,1/1/2019 8:43:10 AM,
2539,Saladpuk,9,Philippines,1/1/2019 1:34:20 AM,
2540,Prayut,8,Philippines,1/1/2019 2:41:10 PM,
2541,Prayut,9,Thailand,1/1/2019 9:02:20 PM,
2542,Saladpuk,1,Thailand,1/1/2019 8:44:10 AM,
2543,Saladpuk,7,Philippines,1/2/2019 12:10:10 AM,
2544,Prayut,6,Cambodia,1/1/2019 5:19:50 PM,
2545,Saladpuk,5,Cambodia,1/1/2019 12:02:40 PM,
2546,Thaksin,1,Philippines,1/1/2019 12:42:10 PM,
2547,Saladpuk,4,Philippines,1/1/2019 7:19:00 PM,
2548,Prayut,6,Philippines,1/1/2019 9:01:50 PM,
2549,Thaksin,2,Cambodia,1/1/2019 12:46:40 PM,
2550,Thaksin,5,Philippines,1/1/2019 4:57:50 PM,
2551,Prayut,4,Cambodia,1/1/2019 12:41:40 AM,
2552,Saladpuk,7,Cambodia,1/1/2019 1:48:20 PM,
2553,Thaksin,3,Philippines,1/1/2019 5:47:00 AM,
2554,Saladpuk,4,Philippines,1/2/2019 12:35:30 AM,
2555,Saladpuk,8,Cambodia,1/1/2019 7:35:10 PM,
2556,Saladpuk,5,Cambodia,1/1/2019 2:06:10 PM,
2557,Prayut,1,Cambodia,1/1/2019 9:49:50 PM,
2558,Saladpuk,10,Thailand,1/1/2019 11:41:50 PM,
2559,Prayut,1,Cambodia,1/1/2019 5:49:20 AM,
2560,Thaksin,9,Thailand,1/1/2019 1:25:40 PM,
2561,Saladpuk,5,Thailand,1/1/2019 5:41:10 PM,
2562,Prayut,7,Philippines,1/1/2019 1:34:10 AM,
2563,Saladpuk,7,Cambodia,1/1/2019 10:20:20 PM,
2564,Prayut,1,Cambodia,1/1/2019 1:00:50 PM,
2565,Prayut,1,Thailand,1/1/2019 2:21:10 AM,
2566,Saladpuk,6,Cambodia,1/1/2019 12:01:30 PM,
2567,Saladpuk,10,Cambodia,1/1/2019 12:28:20 AM,
2568,Prayut,8,Cambodia,1/1/2019 3:49:00 AM,
2569,Thaksin,2,Philippines,1/1/2019 4:04:20 PM,
2570,Saladpuk,8,Philippines,1/1/2019 12:58:50 AM,
2571,Thaksin,5,Cambodia,1/1/2019 12:02:50 PM,
2572,Thaksin,3,Thailand,1/1/2019 8:50:20 PM,
2573,Thaksin,1,Thailand,1/1/2019 1:00:20 PM,
2574,Thaksin,2,Thailand,1/1/2019 1:32:40 PM,
2575,Saladpuk,9,Cambodia,1/1/2019 10:35:40 PM,
2576,Saladpuk,7,Thailand,1/1/2019 11:32:40 AM,
2577,Saladpuk,4,Thailand,1/1/2019 3:40:40 PM,
2578,Thaksin,10,Thailand,1/1/2019 3:00:10 AM,
2579,Saladpuk,3,Philippines,1/1/2019 8:54:10 PM,
2580,Prayut,1,Philippines,1/2/2019 2:19:40 AM,
2581,Prayut,8,Cambodia,1/2/2019 12:06:30 AM,
2582,Thaksin,10,Cambodia,1/1/2019 8:10:00 AM,
2583,Prayut,2,Cambodia,1/1/2019 10:12:50 AM,
2584,Thaksin,10,Philippines,1/1/2019 8:30:20 PM,
2585,Saladpuk,2,Thailand,1/1/2019 5:51:50 AM,
2586,Prayut,6,Cambodia,1/1/2019 2:24:10 PM,
2587,Prayut,3,Thailand,1/1/2019 8:44:50 AM,
2588,Thaksin,6,Cambodia,1/1/2019 12:32:10 AM,
2589,Prayut,5,Philippines,1/1/2019 3:08:20 PM,
2590,Saladpuk,4,Philippines,1/1/2019 8:16:30 AM,
2591,Prayut,1,Philippines,1/1/2019 4:24:10 AM,
2592,Thaksin,9,Philippines,1/1/2019 9:23:40 AM,
2593,Thaksin,10,Cambodia,1/1/2019 9:59:20 PM,
2594,Prayut,7,Thailand,1/1/2019 8:02:10 AM,
2595,Saladpuk,1,Thailand,1/1/2019 7:29:50 AM,
2596,Prayut,3,Philippines,1/1/2019 7:33:40 AM,
2597,Thaksin,6,Cambodia,1/1/2019 11:52:10 PM,
2598,Prayut,3,Cambodia,1/2/2019 1:19:20 AM,
2599,Saladpuk,10,Cambodia,1/2/2019 1:17:20 AM,
2600,Prayut,3,Thailand,1/1/2019 11:56:40 PM,
2601,Thaksin,9,Philippines,1/1/2019 4:03:40 PM,
2602,Saladpuk,8,Thailand,1/1/2019 6:54:40 AM,
2603,Thaksin,7,Thailand,1/1/2019 4:06:30 AM,
2604,Saladpuk,7,Cambodia,1/1/2019 2:01:40 PM,
2605,Saladpuk,5,Cambodia,1/2/2019 1:01:30 AM,
2606,Thaksin,9,Cambodia,1/1/2019 6:13:00 AM,
2607,Thaksin,7,Cambodia,1/2/2019 12:43:00 AM,
2608,Saladpuk,2,Cambodia,1/1/2019 1:00:50 AM,
2609,Prayut,3,Philippines,1/2/2019 12:19:20 AM,
2610,Thaksin,2,Thailand,1/2/2019 1:37:00 AM,
2611,Saladpuk,2,Cambodia,1/1/2019 7:26:40 AM,
2612,Prayut,5,Philippines,1/1/2019 3:25:20 PM,
2613,Thaksin,10,Cambodia,1/1/2019 10:45:30 AM,
2614,Prayut,2,Cambodia,1/1/2019 3:13:50 PM,
2615,Thaksin,7,Thailand,1/1/2019 11:54:30 AM,
2616,Saladpuk,4,Thailand,1/1/2019 10:20:00 AM,
2617,Saladpuk,3,Thailand,1/2/2019 2:08:20 AM,
2618,Prayut,7,Thailand,1/1/2019 1:17:50 AM,
2619,Saladpuk,6,Cambodia,1/1/2019 7:53:30 AM,
2620,Thaksin,2,Thailand,1/2/2019 1:15:00 AM,
2621,Prayut,1,Cambodia,1/1/2019 7:52:30 AM,
2622,Thaksin,1,Thailand,1/1/2019 8:08:50 PM,
2623,Prayut,3,Cambodia,1/1/2019 9:40:20 PM,
2624,Prayut,8,Philippines,1/2/2019 3:19:00 AM,
2625,Saladpuk,1,Thailand,1/1/2019 9:22:40 PM,
2626,Saladpuk,8,Philippines,1/1/2019 6:11:50 PM,
2627,Prayut,7,Thailand,1/1/2019 4:42:30 AM,
2628,Thaksin,2,Thailand,1/1/2019 10:03:30 AM,
2629,Thaksin,4,Cambodia,1/1/2019 4:29:40 AM,
2630,Prayut,8,Philippines,1/1/2019 4:24:50 AM,
2631,Prayut,6,Thailand,1/1/2019 3:55:50 PM,
2632,Saladpuk,4,Thailand,1/1/2019 11:42:20 AM,
2633,Prayut,7,Thailand,1/1/2019 2:00:20 PM,
2634,Saladpuk,5,Philippines,1/1/2019 3:30:20 AM,
2635,Saladpuk,9,Cambodia,1/1/2019 10:48:50 PM,
2636,Prayut,2,Thailand,1/1/2019 8:31:40 PM,
2637,Saladpuk,1,Cambodia,1/1/2019 6:05:20 PM,
2638,Saladpuk,6,Thailand,1/1/2019 12:04:30 PM,
2639,Saladpuk,9,Philippines,1/1/2019 7:20:50 PM,
2640,Prayut,2,Cambodia,1/1/2019 2:39:40 PM,
2641,Thaksin,8,Cambodia,1/2/2019 3:33:10 AM,
2642,Prayut,6,Thailand,1/2/2019 1:37:40 AM,
2643,Thaksin,5,Philippines,1/2/2019 12:50:40 AM,
2644,Saladpuk,2,Thailand,1/1/2019 10:39:40 PM,
2645,Thaksin,4,Thailand,1/1/2019 6:59:00 AM,
2646,Prayut,5,Thailand,1/1/2019 6:36:00 AM,
2647,Thaksin,7,Cambodia,1/1/2019 5:27:40 AM,
2648,Thaksin,1,Cambodia,1/1/2019 4:42:40 AM,
2649,Thaksin,10,Thailand,1/1/2019 4:16:50 AM,
2650,Prayut,2,Philippines,1/1/2019 7:48:10 PM,
2651,Prayut,5,Thailand,1/2/2019 12:08:00 AM,
2652,Prayut,4,Thailand,1/2/2019 2:52:20 AM,
2653,Thaksin,1,Thailand,1/1/2019 9:29:00 AM,
2654,Prayut,2,Cambodia,1/1/2019 3:15:00 AM,
2655,Thaksin,2,Cambodia,1/1/2019 8:39:30 AM,
2656,Saladpuk,1,Thailand,1/1/2019 4:56:10 PM,
2657,Prayut,7,Cambodia,1/1/2019 10:50:20 AM,
2658,Prayut,2,Thailand,1/1/2019 6:51:30 AM,
2659,Thaksin,7,Cambodia,1/1/2019 12:46:30 PM,
2660,Thaksin,3,Cambodia,1/1/2019 2:48:00 AM,
2661,Thaksin,5,Cambodia,1/1/2019 4:52:40 PM,
2662,Prayut,1,Cambodia,1/1/2019 11:23:20 AM,
2663,Saladpuk,2,Cambodia,1/1/2019 6:40:10 PM,
2664,Thaksin,5,Cambodia,1/1/2019 6:22:50 PM,
2665,Saladpuk,5,Philippines,1/1/2019 1:08:20 AM,
2666,Prayut,8,Thailand,1/1/2019 2:25:40 PM,
2667,Prayut,1,Philippines,1/1/2019 5:04:40 AM,
2668,Thaksin,2,Philippines,1/1/2019 8:42:10 AM,
2669,Thaksin,5,Philippines,1/1/2019 5:55:00 PM,
2670,Thaksin,7,Philippines,1/2/2019 12:06:20 AM,
2671,Saladpuk,10,Thailand,1/1/2019 6:35:30 PM,
2672,Thaksin,4,Philippines,1/1/2019 4:49:20 AM,
2673,Saladpuk,9,Thailand,1/2/2019 2:48:00 AM,
2674,Thaksin,5,Thailand,1/1/2019 10:09:40 PM,
2675,Saladpuk,1,Cambodia,1/1/2019 5:21:30 PM,
2676,Thaksin,2,Philippines,1/1/2019 4:42:20 AM,
2677,Thaksin,3,Thailand,1/1/2019 1:48:00 AM,
2678,Thaksin,10,Thailand,1/1/2019 1:34:50 PM,
2679,Thaksin,1,Philippines,1/2/2019 3:03:40 AM,
2680,Thaksin,5,Philippines,1/1/2019 5:01:00 PM,
2681,Thaksin,6,Thailand,1/1/2019 9:34:10 PM,
2682,Prayut,8,Philippines,1/1/2019 3:39:00 AM,
2683,Saladpuk,10,Thailand,1/1/2019 12:47:40 PM,
2684,Saladpuk,3,Cambodia,1/1/2019 3:47:10 AM,
2685,Saladpuk,10,Thailand,1/1/2019 8:20:50 AM,
2686,Saladpuk,7,Cambodia,1/1/2019 1:14:10 AM,
2687,Prayut,8,Cambodia,1/1/2019 9:27:30 AM,
2688,Prayut,2,Thailand,1/1/2019 11:46:50 PM,
2689,Saladpuk,1,Thailand,1/1/2019 10:06:40 PM,
2690,Saladpuk,1,Thailand,1/1/2019 6:42:20 PM,
2691,Saladpuk,10,Philippines,1/1/2019 7:23:00 PM,
2692,Thaksin,7,Cambodia,1/1/2019 5:59:00 AM,
2693,Thaksin,6,Philippines,1/1/2019 8:54:30 PM,
2694,Saladpuk,7,Thailand,1/1/2019 8:29:30 PM,
2695,Saladpuk,2,Thailand,1/1/2019 1:37:20 AM,
2696,Saladpuk,6,Cambodia,1/1/2019 3:32:20 AM,
2697,Prayut,5,Cambodia,1/1/2019 1:15:40 AM,
2698,Saladpuk,8,Thailand,1/1/2019 4:03:00 AM,
2699,Thaksin,6,Philippines,1/1/2019 9:42:20 AM,
2700,Prayut,9,Cambodia,1/1/2019 12:10:40 AM,
2701,Thaksin,3,Philippines,1/1/2019 4:32:50 AM,
2702,Thaksin,4,Cambodia,1/1/2019 11:17:40 AM,
2703,Prayut,6,Philippines,1/2/2019 12:30:10 AM,
2704,Prayut,3,Cambodia,1/1/2019 7:49:50 PM,
2705,Thaksin,7,Philippines,1/1/2019 4:53:10 AM,
2706,Saladpuk,4,Thailand,1/1/2019 10:39:40 PM,
2707,Thaksin,7,Thailand,1/1/2019 6:40:20 PM,
2708,Prayut,10,Philippines,1/1/2019 6:48:10 AM,
2709,Prayut,1,Philippines,1/1/2019 1:45:40 AM,
2710,Prayut,3,Philippines,1/1/2019 12:40:30 PM,
2711,Prayut,10,Cambodia,1/1/2019 2:28:10 PM,
2712,Prayut,3,Thailand,1/1/2019 9:27:30 AM,
2713,Saladpuk,3,Philippines,1/1/2019 7:27:20 AM,
2714,Prayut,3,Philippines,1/2/2019 3:17:00 AM,
2715,Saladpuk,10,Philippines,1/1/2019 7:57:50 PM,
2716,Saladpuk,10,Philippines,1/1/2019 8:07:30 PM,
2717,Thaksin,5,Thailand,1/1/2019 11:46:40 PM,
2718,Thaksin,4,Philippines,1/1/2019 9:22:40 AM,
2719,Prayut,5,Thailand,1/1/2019 9:13:00 AM,
2720,Saladpuk,7,Philippines,1/1/2019 5:59:40 AM,
2721,Thaksin,9,Cambodia,1/1/2019 11:14:30 AM,
2722,Saladpuk,6,Thailand,1/1/2019 1:54:40 PM,
2723,Thaksin,8,Philippines,1/1/2019 9:51:30 PM,
2724,Thaksin,1,Thailand,1/2/2019 12:45:50 AM,
2725,Saladpuk,7,Philippines,1/1/2019 1:13:00 PM,
2726,Saladpuk,4,Philippines,1/2/2019 12:38:10 AM,
2727,Thaksin,5,Cambodia,1/1/2019 3:03:50 PM,
2728,Prayut,4,Philippines,1/1/2019 11:19:10 AM,
2729,Saladpuk,5,Thailand,1/1/2019 11:23:00 AM,
2730,Thaksin,4,Cambodia,1/1/2019 2:19:00 AM,
2731,Saladpuk,7,Cambodia,1/1/2019 11:45:20 PM,
2732,Saladpuk,2,Philippines,1/1/2019 11:31:30 PM,
2733,Saladpuk,5,Thailand,1/1/2019 11:18:50 AM,
2734,Prayut,4,Thailand,1/1/2019 2:41:30 AM,
2735,Saladpuk,6,Thailand,1/1/2019 8:10:50 PM,
2736,Saladpuk,8,Cambodia,1/1/2019 12:13:50 AM,
2737,Prayut,6,Cambodia,1/1/2019 12:43:50 AM,
2738,Prayut,9,Cambodia,1/2/2019 1:50:00 AM,
2739,Saladpuk,8,Thailand,1/1/2019 12:02:10 PM,
2740,Prayut,10,Cambodia,1/1/2019 5:38:30 AM,
2741,Thaksin,6,Cambodia,1/1/2019 12:32:50 PM,
2742,Saladpuk,6,Cambodia,1/1/2019 9:46:40 PM,
2743,Thaksin,2,Cambodia,1/2/2019 12:22:40 AM,
2744,Saladpuk,9,Philippines,1/1/2019 12:21:10 PM,
2745,Saladpuk,5,Thailand,1/1/2019 7:49:50 PM,
2746,Thaksin,8,Thailand,1/1/2019 9:46:00 AM,
2747,Saladpuk,2,Thailand,1/1/2019 12:50:20 AM,
2748,Saladpuk,7,Thailand,1/1/2019 3:18:10 AM,
2749,Saladpuk,9,Thailand,1/1/2019 5:45:50 PM,
2750,Thaksin,2,Philippines,1/1/2019 6:05:40 AM,
2751,Prayut,9,Cambodia,1/1/2019 4:23:50 PM,
2752,Thaksin,6,Philippines,1/1/2019 7:17:40 AM,
2753,Prayut,9,Cambodia,1/1/2019 11:17:20 AM,
2754,Prayut,9,Philippines,1/1/2019 11:12:50 PM,
2755,Thaksin,1,Cambodia,1/1/2019 3:44:20 AM,
2756,Saladpuk,6,Philippines,1/1/2019 6:30:20 PM,
2757,Prayut,3,Philippines,1/1/2019 11:18:00 AM,
2758,Prayut,3,Thailand,1/2/2019 12:44:40 AM,
2759,Prayut,9,Philippines,1/1/2019 6:17:10 PM,
2760,Saladpuk,5,Philippines,1/1/2019 1:16:40 PM,
2761,Thaksin,1,Thailand,1/1/2019 7:12:50 AM,
2762,Saladpuk,9,Thailand,1/1/2019 4:01:20 AM,
2763,Saladpuk,3,Thailand,1/1/2019 10:15:10 AM,
2764,Prayut,6,Thailand,1/1/2019 11:24:20 AM,
2765,Saladpuk,10,Cambodia,1/1/2019 5:32:50 AM,
2766,Prayut,3,Cambodia,1/1/2019 5:12:50 PM,
2767,Prayut,5,Cambodia,1/2/2019 2:25:00 AM,
2768,Saladpuk,1,Philippines,1/2/2019 2:46:50 AM,
2769,Saladpuk,10,Cambodia,1/1/2019 4:12:40 AM,
2770,Thaksin,5,Cambodia,1/1/2019 3:46:30 AM,
2771,Prayut,8,Thailand,1/1/2019 12:52:40 PM,
2772,Saladpuk,7,Thailand,1/1/2019 4:30:30 AM,
2773,Prayut,4,Cambodia,1/1/2019 3:39:50 AM,
2774,Prayut,8,Philippines,1/1/2019 6:10:20 AM,
2775,Thaksin,6,Cambodia,1/1/2019 10:34:30 PM,
2776,Saladpuk,4,Thailand,1/1/2019 3:28:40 AM,
2777,Thaksin,3,Thailand,1/1/2019 9:27:20 PM,
2778,Prayut,9,Philippines,1/1/2019 8:08:50 PM,
2779,Thaksin,6,Thailand,1/2/2019 2:34:30 AM,
2780,Saladpuk,1,Cambodia,1/1/2019 2:19:00 AM,
2781,Saladpuk,5,Thailand,1/1/2019 10:50:30 PM,
2782,Thaksin,6,Thailand,1/1/2019 11:33:50 AM,
2783,Saladpuk,5,Cambodia,1/2/2019 12:37:50 AM,
2784,Prayut,6,Philippines,1/1/2019 5:08:20 PM,
2785,Prayut,2,Philippines,1/1/2019 11:58:40 PM,
2786,Thaksin,4,Thailand,1/1/2019 12:30:30 AM,
2787,Saladpuk,8,Cambodia,1/1/2019 9:45:20 AM,
2788,Thaksin,9,Thailand,1/1/2019 12:27:30 PM,
2789,Prayut,5,Cambodia,1/1/2019 6:21:50 PM,
2790,Saladpuk,2,Cambodia,1/2/2019 3:15:10 AM,
2791,Saladpuk,9,Cambodia,1/1/2019 2:05:50 PM,
2792,Saladpuk,2,Philippines,1/1/2019 2:40:00 AM,
2793,Thaksin,7,Thailand,1/2/2019 12:51:00 AM,
2794,Saladpuk,7,Cambodia,1/2/2019 2:01:00 AM,
2795,Saladpuk,1,Cambodia,1/1/2019 9:07:40 PM,
2796,Saladpuk,8,Philippines,1/1/2019 8:34:10 AM,
2797,Saladpuk,2,Philippines,1/1/2019 3:05:10 PM,
2798,Saladpuk,4,Cambodia,1/1/2019 2:47:30 PM,
2799,Thaksin,10,Philippines,1/1/2019 4:42:40 PM,
2800,Prayut,8,Philippines,1/1/2019 6:16:00 AM,
2801,Prayut,4,Philippines,1/1/2019 11:13:30 PM,
2802,Thaksin,4,Thailand,1/1/2019 8:42:50 AM,
2803,Prayut,6,Cambodia,1/1/2019 5:32:30 AM,
2804,Prayut,9,Philippines,1/1/2019 9:42:40 AM,
2805,Prayut,4,Thailand,1/1/2019 1:17:10 AM,
2806,Saladpuk,3,Thailand,1/1/2019 5:44:50 AM,
2807,Saladpuk,8,Cambodia,1/1/2019 6:37:40 AM,
2808,Prayut,1,Thailand,1/1/2019 3:16:40 PM,
2809,Saladpuk,3,Philippines,1/1/2019 7:06:10 PM,
2810,Prayut,2,Philippines,1/2/2019 1:16:40 AM,
2811,Prayut,6,Philippines,1/1/2019 2:20:10 PM,
2812,Prayut,2,Philippines,1/1/2019 7:30:10 PM,
2813,Saladpuk,5,Philippines,1/1/2019 12:49:10 PM,
2814,Thaksin,8,Thailand,1/1/2019 9:06:30 PM,
2815,Thaksin,7,Cambodia,1/2/2019 12:49:40 AM,
2816,Prayut,1,Cambodia,1/1/2019 7:48:10 PM,
2817,Thaksin,9,Philippines,1/1/2019 11:40:00 AM,
2818,Saladpuk,3,Cambodia,1/1/2019 9:04:50 PM,
2819,Thaksin,4,Thailand,1/1/2019 5:26:00 PM,
2820,Thaksin,6,Thailand,1/1/2019 3:07:00 AM,
2821,Prayut,7,Thailand,1/1/2019 2:18:10 PM,
2822,Saladpuk,8,Thailand,1/1/2019 2:30:30 PM,
2823,Saladpuk,1,Thailand,1/1/2019 8:40:00 AM,
2824,Thaksin,9,Philippines,1/1/2019 11:42:50 PM,
2825,Saladpuk,1,Thailand,1/1/2019 2:19:40 AM,
2826,Saladpuk,5,Cambodia,1/1/2019 10:44:00 PM,
2827,Prayut,10,Philippines,1/1/2019 1:36:00 AM,
2828,Thaksin,4,Thailand,1/1/2019 11:25:40 PM,
2829,Thaksin,5,Thailand,1/1/2019 7:58:40 AM,
2830,Prayut,9,Cambodia,1/1/2019 6:54:30 PM,
2831,Prayut,5,Thailand,1/1/2019 1:39:20 AM,
2832,Prayut,2,Thailand,1/1/2019 10:02:50 PM,
2833,Thaksin,3,Cambodia,1/1/2019 10:28:30 AM,
2834,Thaksin,2,Philippines,1/1/2019 12:15:00 PM,
2835,Saladpuk,4,Cambodia,1/1/2019 9:58:10 AM,
2836,Prayut,1,Philippines,1/1/2019 11:55:30 PM,
2837,Prayut,5,Philippines,1/1/2019 2:41:10 AM,
2838,Prayut,7,Thailand,1/1/2019 8:40:30 AM,
2839,Prayut,5,Cambodia,1/1/2019 10:42:30 PM,
2840,Saladpuk,6,Philippines,1/2/2019 12:29:40 AM,
2841,Prayut,1,Cambodia,1/1/2019 8:23:00 AM,
2842,Prayut,10,Cambodia,1/1/2019 3:55:20 AM,
2843,Thaksin,6,Thailand,1/1/2019 12:18:50 PM,
2844,Thaksin,1,Philippines,1/1/2019 6:30:10 PM,
2845,Thaksin,4,Cambodia,1/1/2019 11:08:30 AM,
2846,Saladpuk,2,Thailand,1/1/2019 8:32:50 PM,
2847,Saladpuk,2,Philippines,1/2/2019 1:52:10 AM,
2848,Prayut,1,Thailand,1/1/2019 12:22:10 PM,
2849,Thaksin,7,Cambodia,1/1/2019 9:47:30 PM,
2850,Thaksin,7,Philippines,1/1/2019 9:10:00 PM,
2851,Saladpuk,9,Cambodia,1/1/2019 5:25:20 AM,
2852,Thaksin,6,Philippines,1/1/2019 6:03:50 PM,
2853,Thaksin,7,Cambodia,1/2/2019 2:19:20 AM,
2854,Saladpuk,6,Philippines,1/1/2019 5:58:30 PM,
2855,Saladpuk,10,Thailand,1/1/2019 10:54:40 PM,
2856,Saladpuk,6,Thailand,1/1/2019 1:53:20 PM,
2857,Thaksin,9,Philippines,1/1/2019 7:36:30 PM,
2858,Thaksin,1,Thailand,1/1/2019 11:53:30 PM,
2859,Thaksin,7,Cambodia,1/1/2019 8:20:20 AM,
2860,Thaksin,9,Thailand,1/1/2019 7:26:20 PM,
2861,Saladpuk,1,Thailand,1/1/2019 4:04:00 AM,
2862,Prayut,3,Thailand,1/2/2019 1:39:20 AM,
2863,Prayut,10,Philippines,1/1/2019 2:13:20 PM,
2864,Thaksin,1,Cambodia,1/1/2019 1:46:50 PM,
2865,Thaksin,1,Philippines,1/1/2019 4:27:00 PM,
2866,Thaksin,3,Thailand,1/1/2019 3:47:50 PM,
2867,Thaksin,5,Cambodia,1/1/2019 4:58:10 PM,
2868,Saladpuk,5,Thailand,1/1/2019 6:32:50 AM,
2869,Thaksin,4,Cambodia,1/1/2019 5:22:30 AM,
2870,Saladpuk,2,Philippines,1/1/2019 4:32:30 AM,
2871,Thaksin,1,Philippines,1/1/2019 1:11:40 PM,
2872,Saladpuk,8,Thailand,1/1/2019 8:40:00 AM,
2873,Saladpuk,9,Philippines,1/1/2019 3:24:30 PM,
2874,Saladpuk,8,Thailand,1/2/2019 1:14:10 AM,
2875,Prayut,8,Philippines,1/1/2019 7:14:30 AM,
2876,Prayut,7,Philippines,1/1/2019 12:24:10 PM,
2877,Prayut,5,Philippines,1/1/2019 7:32:20 AM,
2878,Thaksin,4,Thailand,1/1/2019 10:23:20 AM,
2879,Saladpuk,7,Thailand,1/1/2019 2:37:40 PM,
2880,Thaksin,8,Thailand,1/1/2019 7:32:30 PM,
2881,Saladpuk,3,Cambodia,1/1/2019 7:38:10 AM,
2882,Prayut,6,Thailand,1/1/2019 11:16:00 PM,
2883,Saladpuk,8,Cambodia,1/1/2019 1:04:50 PM,
